"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",3,"crash_rw_none_f0845_s100",FALSE,"laplace_rw",TRUE,2200,1200,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","retain the safest current normal tt1000/0p25 WARN fallback as a hedge if the higher bands over-shoot",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026041683,NA,19
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",4,"crash_slice_none_f0825_s1025",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","add one slice probe on the hardest normal crash row so the overnight program is broad but still focused",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026053135,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_normal.csv",20
38,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_refresh_f080_s105",TRUE,"laplace_rw",TRUE,2000,1000,1,2,0.08,1.05,NA,NA,50,333,0.6,"static_exal_f080_sub2_s105_rhsns_current_20260403","rerun the stale gausmix tt100/0p05 profile on a fresh path before treating it as a real scientific failure",2,"gausmix","0p05",100,"skipped_existing",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0038.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0038.csv",2026040375,"refresh_schedule",21
38,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_none_f0825_s100",FALSE,"laplace_rw",TRUE,2500,1200,1,2,0.0825,1,NA,NA,50,333,0.6,"failband2_F0825_sub2_s100","remove VB warm start and shift to a slightly stronger rw band for the small gausmix 0p05 failure",2,"gausmix","0p05",100,"skipped_existing",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0038.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0038.csv",2026041382,NA,22
38,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_slice_none_f0825_s100",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1,0.12,120,50,333,0.6,"failband2_F0825_sub2_s100","check whether slice stabilizes the small gausmix 0p05 tail better than the old rw path",2,"gausmix","0p05",100,"skipped_existing",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0038.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0038.csv",2026041383,NA,23
40,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_hist_f0825_s1025_long",TRUE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","use the best historical gausmix 0p05 tt1000 rw anchor with more chain length to attack deep ESS and drift failures",2,"gausmix","0p05",1000,"done",NA,"mcmc_exal_rhsns_baseline_like","baseline","WARN",TRUE,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0040.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0040.csv",2026053079,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",24
40,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_none_f0825_s1025_long",FALSE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","separate chain-quality from initialization by pairing the same gausmix 0p05 tt1000 corridor with no-VB init",2,"gausmix","0p05",1000,"done",NA,"mcmc_exal_rhsns_baseline_like","baseline","WARN",TRUE,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0040.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0040.csv",2026053079,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",25
40,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_slice_long_f0825_s1025",FALSE,"slice",FALSE,2500,1500,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","test a slice version of the best gausmix 0p05 tt1000 corridor because paper-aligned static exAL favored slice",2,"gausmix","0p05",1000,"done",NA,"mcmc_exal_rhsns_baseline_like","baseline","WARN",TRUE,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0040.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0040.csv",2026053079,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",26
46,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_hist_f0825_s100",TRUE,"laplace_rw",TRUE,2200,1200,1,2,0.0825,1,NA,NA,50,333,0.6,"failband2_F0825_sub2_s100","replay the stable small-row gausmix 0p95 anchor that passed nearby legacy/current rhs_ns work",2,"gausmix","0p95",100,"done",NA,"mcmc_exal_rhsns_repairmap6_f0825_sub2_s100","repairmap6_F0825_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0046.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0046.csv",2026072182,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s100_exal_gausmix.csv",27
46,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_hist_f085_s100",TRUE,"laplace_rw",TRUE,2200,1200,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","test the stronger small-row gausmix 0p95 PASS anchor that historically cleared the legacy branch",2,"gausmix","0p95",100,"done",NA,"mcmc_exal_rhsns_repairmap6_f0825_sub2_s100","repairmap6_F0825_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0046.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0046.csv",2026075182,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",28
46,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_slice_none_f0825_s100",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1,0.12,120,50,333,0.6,"failband2_F0825_sub2_s100","check whether a no-VB slice probe resolves the residual gamma half-drift on the small gausmix 0p95 row",2,"gausmix","0p95",100,"done",NA,"mcmc_exal_rhsns_repairmap6_f0825_sub2_s100","repairmap6_F0825_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0046.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0046.csv",2026072182,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s100_exal_gausmix.csv",29
48,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_hist_f085_s1025",TRUE,"laplace_rw",TRUE,2200,1200,1,2,0.085,1.025,NA,NA,50,333,0.6,"failband2_F085_sub2_s1025","replay the strongest gausmix tt1000/0p95 PASS anchor in the corrected rhs_ns branch",2,"gausmix","0p95",1000,"done",NA,"mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0048.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0048.csv",2026041481,NA,30
48,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_hist_f0825_s1025_long",TRUE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","keep the best closure anchor but give it a longer rw chain in case the remaining failure is only half-chain instability",2,"gausmix","0p95",1000,"done",NA,"mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0048.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0048.csv",2026041482,NA,31
48,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_slice_long_f0825_s1025",FALSE,"slice",FALSE,2500,1500,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","test whether slice fixes the remaining sigma half-drift on the large gausmix 0p95 row",2,"gausmix","0p95",1000,"done",NA,"mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","PASS",TRUE,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0048.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0048.csv",2026041483,NA,32
52,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_hist_f0835_s1025",TRUE,"laplace_rw",TRUE,2500,1200,1,2,0.0835,1.025,NA,NA,50,333,0.6,"failband2_F0835_sub2_s1025","replay the documented laplace tt1000/0p05 PASS anchor that outperformed the baseline-like rebuild profile",2,"laplace","0p05",1000,"done",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403","PASS",TRUE,"static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0052.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0052.csv",2026041521,NA,33
52,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_hist_f0825_s1025_long",TRUE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","keep the weaker but reusable laplace tt1000/0p05 anchor and extend chain length to target gamma half-drift",2,"laplace","0p05",1000,"done",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403","PASS",TRUE,"static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0052.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0052.csv",2026053206,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_laplace.csv",34
52,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_rw_none_f0825_s1025_long",FALSE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","separate initialization from chain quality on laplace tt1000/0p05 by removing the VB warm start entirely",2,"laplace","0p05",1000,"done",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403","PASS",TRUE,"static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0052.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0052.csv",2026053206,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_laplace.csv",35
64,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_none_f0825_s105",FALSE,"laplace_rw",TRUE,2500,1200,1,2,0.0825,1.05,NA,NA,50,333,0.6,"failband2_F0825_sub2_s105_none","use the strongest normal none-init pattern available from nearby rhs_ns success cases on the large 0p05 row",2,"normal","0p05",1000,"done",NA,"mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_faithful_20260407","PASS",TRUE,"static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0064.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0064.csv",2026041641,NA,36
64,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_hist_f0825_s1025_long",TRUE,"laplace_rw",TRUE,3000,1500,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","pair the best historical normal mid-band with a longer rw chain to attack the low-ESS failure directly",2,"normal","0p05",1000,"done",NA,"mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_faithful_20260407","PASS",TRUE,"static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0064.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0064.csv",2026053254,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_normal.csv",37
64,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",3,"mix_slice_long_f0825_s1025",FALSE,"slice",FALSE,2500,1500,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","test whether slice can improve ESS and half-drift on the large normal 0p05 row without reopening the full profile grid",2,"normal","0p05",1000,"done",NA,"mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_faithful_20260407","PASS",TRUE,"static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0064.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0064.csv",2026053254,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_normal.csv",38
