"scope_label","row_id","run_root","family_scope","family","tt","tau","mcmc_base_path","run_config_path","prior_template_path","expected_prior_override","repair_priority","stage","stage_order","candidate_id","geometry_candidate","variant_prefix","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","n_burn","n_mcmc","thin","mh_proposal","mh_adapt","slice_width","slice_max_steps","init_mode","seed_wave11","target_outcome","selection_reason","variant_tag","candidate_path"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"anchor4_short_hist",1,"R87_F0825_sub2_s100_histshort_seed2026071087","F0825_sub2_s100","row87fix11",2,0.0825,1,2000,1000,1,"laplace_rw","true",0.12,80,"baseline_last",2026071087,"WARN_OR_BETTER","exact replay of the strongest overlooked lower-mid short historical WARN anchor for row 87","row87fix11_R87_F0825_sub2_s100_histshort_seed2026071087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s100_histshort_seed2026071087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"anchor4_short_hist",1,"R87_F0825_sub2_s1025_histshort_seed2026072087","F0825_sub2_s1025","row87fix11",2,0.0825,1.025,2000,1000,1,"laplace_rw","true",0.12,80,"baseline_last",2026072087,"WARN_OR_BETTER","exact replay of the strongest scale-1.025 lower-mid short historical WARN anchor for row 87","row87fix11_R87_F0825_sub2_s1025_histshort_seed2026072087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s1025_histshort_seed2026072087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"anchor4_short_hist",1,"R87_F0835_sub2_s1025_histshort_seed2026074087","F0835_sub2_s1025","row87fix11",2,0.0835,1.025,2000,1000,1,"laplace_rw","true",0.12,80,"baseline_last",2026074087,"WARN_OR_BETTER","exact replay of the midpoint short historical WARN anchor that survived the broad fail-band screens","row87fix11_R87_F0835_sub2_s1025_histshort_seed2026074087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0835_sub2_s1025_histshort_seed2026074087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"anchor4_short_hist",1,"R87_F085_sub2_s1025_histshort_seed2026079087","F085_sub2_s1025","row87fix11",2,0.085,1.025,2000,1000,1,"laplace_rw","true",0.12,80,"baseline_last",2026079087,"WARN_OR_BETTER","exact replay of the upper-edge short historical WARN control that remains useful for comparison against the lower-mid corridor","row87fix11_R87_F085_sub2_s1025_histshort_seed2026079087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F085_sub2_s1025_histshort_seed2026079087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"confirm4_medium",2,"R87_F0825_sub2_s100_medium_seed2026111087","F0825_sub2_s100","row87fix11",2,0.0825,1,3000,1500,1,"laplace_rw","true",0.12,80,"baseline_last",2026111087,"WARN_OR_BETTER","moderate-length confirmation of the strongest lower-mid scale-1.000 anchor","row87fix11_R87_F0825_sub2_s100_medium_seed2026111087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s100_medium_seed2026111087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"confirm4_medium",2,"R87_F0825_sub2_s1025_medium_seed2026112087","F0825_sub2_s1025","row87fix11",2,0.0825,1.025,3000,1500,1,"laplace_rw","true",0.12,80,"baseline_last",2026112087,"WARN_OR_BETTER","moderate-length confirmation of the strongest lower-mid scale-1.025 anchor","row87fix11_R87_F0825_sub2_s1025_medium_seed2026112087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s1025_medium_seed2026112087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"confirm4_medium",2,"R87_F0835_sub2_s1025_medium_seed2026113087","F0835_sub2_s1025","row87fix11",2,0.0835,1.025,3000,1500,1,"laplace_rw","true",0.12,80,"baseline_last",2026113087,"WARN_OR_BETTER","moderate-length confirmation of the midpoint lower-mid scale-1.025 anchor","row87fix11_R87_F0835_sub2_s1025_medium_seed2026113087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0835_sub2_s1025_medium_seed2026113087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"confirm4_medium",2,"R87_F085_sub2_s1025_medium_seed2026114087","F085_sub2_s1025","row87fix11",2,0.085,1.025,3000,1500,1,"laplace_rw","true",0.12,80,"baseline_last",2026114087,"WARN_OR_BETTER","moderate-length confirmation of the upper-edge scale-1.025 control","row87fix11_R87_F085_sub2_s1025_medium_seed2026114087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F085_sub2_s1025_medium_seed2026114087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"none3_lowermid",3,"R87_F0825_sub2_s100_none_seed2026115087","F0825_sub2_s100","row87fix11",2,0.0825,1,2000,1000,1,"laplace_rw","true",0.12,80,"none",2026115087,"WARN_OR_BETTER","no-warm-start probe on the strongest lower-mid scale-1.000 anchor to test whether baseline_last is still hurting row 87","row87fix11_R87_F0825_sub2_s100_none_seed2026115087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s100_none_seed2026115087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"none3_lowermid",3,"R87_F0825_sub2_s1025_none_seed2026116087","F0825_sub2_s1025","row87fix11",2,0.0825,1.025,2000,1000,1,"laplace_rw","true",0.12,80,"none",2026116087,"WARN_OR_BETTER","no-warm-start probe on the strongest lower-mid scale-1.025 anchor","row87fix11_R87_F0825_sub2_s1025_none_seed2026116087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0825_sub2_s1025_none_seed2026116087.rds"
"current_rhsns_refresh",87,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","gausmix",1000,"0p25","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/run_config.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","rhs_ns",1,"none3_lowermid",3,"R87_F0835_sub2_s1025_none_seed2026117087","F0835_sub2_s1025","row87fix11",2,0.0835,1.025,2000,1000,1,"laplace_rw","true",0.12,80,"none",2026117087,"WARN_OR_BETTER","no-warm-start probe on the midpoint lower-mid scale-1.025 anchor","row87fix11_R87_F0835_sub2_s1025_none_seed2026117087","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_row87fix11_R87_F0835_sub2_s1025_none_seed2026117087.rds"
