"stage","candidate_id","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","family_tag","row_id","run_root","root_kind","family","tt","tau_label","p0","variant_tag","seed"
"guard8","F080_sub2_s105",2,0.08,1.05,"f080_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F080_sub2_s105",2026040797
"guard8","F080_sub2_s105",2,0.08,1.05,"f080_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F080_sub2_s105",2026040845
"guard8","F080_sub2_s105",2,0.08,1.05,"f080_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s105",2026040877
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F075_sub2_s095",2026040783
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040799
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F075_sub2_s095",2026040807
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040815
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040819
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040897
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040945
"guard8","F075_sub2_s095",2,0.075,0.95,"f075_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040977
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F075_sub2_s105",2026040883
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040899
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F075_sub2_s105",2026040907
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040915
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040919
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040997
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026041045
"guard8","F075_sub2_s105",2,0.075,1.05,"f075_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026041077
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F085_sub2_s095",2026040983
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026040999
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F085_sub2_s095",2026041007
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041015
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041019
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026041097
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026041145
"guard8","F085_sub2_s095",2,0.085,0.95,"f085_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041177
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F085_sub2_s105",2026041083
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041099
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F085_sub2_s105",2026041107
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041115
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041119
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041197
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041245
"guard8","F085_sub2_s105",2,0.085,1.05,"f085_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041277
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F0825_sub2_s100",2026041183
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041199
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F0825_sub2_s100",2026041207
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041215
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041219
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041297
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041345
"guard8","F0825_sub2_s100",2,0.0825,1,"f0825_center",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041377
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F080_sub2_s100_ref",2026040475
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F080_sub2_s100_ref",2026040483
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F080_sub2_s100_ref",2026040491
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F080_sub2_s100_ref",2026040499
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F080_sub2_s100_ref",2026040507
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F080_sub2_s100_ref",2026040515
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F080_sub2_s100_ref",2026040519
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s100_ref",2026040539
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F080_sub2_s100_ref",2026040549
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F080_sub2_s100_ref",2026040597
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F080_sub2_s100_ref",2026040645
"mix12_transfer","F080_sub2_s100_ref",2,0.08,1,"f080_reference",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s100_ref",2026040677
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F080_sub2_s095",2026040575
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F080_sub2_s095",2026040583
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F080_sub2_s095",2026040591
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F080_sub2_s095",2026040599
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F080_sub2_s095",2026040607
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F080_sub2_s095",2026040615
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F080_sub2_s095",2026040619
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s095",2026040639
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F080_sub2_s095",2026040649
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F080_sub2_s095",2026040697
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F080_sub2_s095",2026040745
"mix12_transfer","F080_sub2_s095",2,0.08,0.95,"f080_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s095",2026040777
"mix12_transfer","F080_sub2_s105",2,0.08,1.05,"f080_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F080_sub2_s105",2026040675
"mix12_transfer","F080_sub2_s105",2,0.08,1.05,"f080_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F080_sub2_s105",2026040683
