"block","root_kind","family","tau_label","fit_size","prior_semantics","model","inference","original_case_key","original_scenario_key","gate_overall","healthy","runtime_sec","primary_accuracy","coverage","mean_ci_width","mae","bias","corr","cie","beta_rmse_mean","beta_coverage_gap","metric_source","metric_error"
"static_paper","static_paper","gausmix","0p05",1000,"paper","exal","vb","static_paper::gausmix::0p05::1000::paper::exal::vb","static_paper::gausmix::0p05::1000::paper","PASS",TRUE,14.528,0.581605322091971,0.116,0.396209774678487,0.524193978313833,0.51886442022227,0.998593880072851,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",100,"paper","al","mcmc","static_paper::gausmix::0p25::100::paper::al::mcmc","static_paper::gausmix::0p25::100::paper","PASS",TRUE,19.805,0.683948651245526,0.88,2.19631151147724,0.544856547036002,-0.0750220695564445,0.990876891612556,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",100,"paper","exal","mcmc","static_paper::gausmix::0p25::100::paper::exal::mcmc","static_paper::gausmix::0p25::100::paper","WARN",TRUE,54.294,0.755185975752924,0.83,2.03086549436958,0.615328114273742,0.111814330733798,0.989632025719168,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",100,"paper","al","vb","static_paper::gausmix::0p25::100::paper::al::vb","static_paper::gausmix::0p25::100::paper","PASS",TRUE,0.0419999999999998,0.703369101071372,0.67,1.4534480267232,0.564088168355429,-0.0715944250704418,0.989961798193329,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",100,"paper","exal","vb","static_paper::gausmix::0p25::100::paper::exal::vb","static_paper::gausmix::0p25::100::paper","WARN",TRUE,13.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",1000,"paper","al","mcmc","static_paper::gausmix::0p25::1000::paper::al::mcmc","static_paper::gausmix::0p25::1000::paper","PASS",TRUE,111.366,0.298752909980154,0.672,0.60998769355587,0.237284543233019,-0.0166845357169602,0.99804142024258,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",1000,"paper","exal","mcmc","static_paper::gausmix::0p25::1000::paper::exal::mcmc","static_paper::gausmix::0p25::1000::paper","PASS",TRUE,59.175,0.212862840606021,0.872,0.652860609371341,0.173107099991481,0.0885779467321044,0.999246938483953,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",1000,"paper","al","vb","static_paper::gausmix::0p25::1000::paper::al::vb","static_paper::gausmix::0p25::1000::paper","PASS",TRUE,1.261,0.308259985981228,0.439,0.368883496979443,0.244791803571536,-0.0213680456352901,0.997922061737833,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p25",1000,"paper","exal","vb","static_paper::gausmix::0p25::1000::paper::exal::vb","static_paper::gausmix::0p25::1000::paper","WARN",TRUE,16.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",100,"paper","al","mcmc","static_paper::gausmix::0p95::100::paper::al::mcmc","static_paper::gausmix::0p95::100::paper","PASS",TRUE,6.278,1.1091326554286,0.51,1.89296357290392,0.935394160792732,-0.461520472049758,0.98442498748055,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",100,"paper","exal","mcmc","static_paper::gausmix::0p95::100::paper::exal::mcmc","static_paper::gausmix::0p95::100::paper","WARN",TRUE,53.368,1.209233338791,0.53,2.17705782144677,1.02319942979499,-0.787248844877497,0.985145536859083,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",100,"paper","al","vb","static_paper::gausmix::0p95::100::paper::al::vb","static_paper::gausmix::0p95::100::paper","PASS",TRUE,0.115,1.1885741635325,0.21,0.850581530247755,0.992314302743778,-0.435485170412343,0.977861752380248,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",100,"paper","exal","vb","static_paper::gausmix::0p95::100::paper::exal::vb","static_paper::gausmix::0p95::100::paper","PASS",TRUE,9.913,1.4117197221197,0.32,1.27852597576766,1.1909591046557,-1.00611268652272,0.987342204161377,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",1000,"paper","al","mcmc","static_paper::gausmix::0p95::1000::paper::al::mcmc","static_paper::gausmix::0p95::1000::paper","PASS",TRUE,8.724,0.373118089761044,0.6,0.670274488050812,0.299483528917588,-0.21786823292285,0.997983529307132,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",1000,"paper","exal","mcmc","static_paper::gausmix::0p95::1000::paper::exal::mcmc","static_paper::gausmix::0p95::1000::paper","WARN",TRUE,180.42,0.647615606027886,0.092,0.649956281359081,0.612534381372408,-0.612508871923786,0.999241023152866,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",1000,"paper","al","vb","static_paper::gausmix::0p95::1000::paper::al::vb","static_paper::gausmix::0p95::1000::paper","PASS",TRUE,0.238,0.392593005689308,0.298,0.300496807614897,0.314800295453444,-0.233875733935421,0.997844679144628,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","gausmix","0p95",1000,"paper","exal","vb","static_paper::gausmix::0p95::1000::paper::exal::vb","static_paper::gausmix::0p95::1000::paper","PASS",TRUE,13.895,0.808128242335826,0.02,0.411959447637663,0.765163265852263,-0.765149540832029,0.998845633342293,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",100,"paper","al","mcmc","static_paper::laplace::0p05::100::paper::al::mcmc","static_paper::laplace::0p05::100::paper","PASS",TRUE,1.076,2.81119188027568,0.35,2.69363361187355,2.30668958422764,1.50796226928281,0.924573342548858,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",100,"paper","exal","mcmc","static_paper::laplace::0p05::100::paper::exal::mcmc","static_paper::laplace::0p05::100::paper","PASS",TRUE,53.048,2.12201132482493,0.41,3.67139079640738,1.85589435534499,1.78359756033884,0.977380314480276,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",100,"paper","al","vb","static_paper::laplace::0p05::100::paper::al::vb","static_paper::laplace::0p05::100::paper","PASS",TRUE,0.0309999999999997,2.95959920013797,0.13,1.34061307941705,2.44248879721153,1.61110848362327,0.922198142594084,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",100,"paper","exal","vb","static_paper::laplace::0p05::100::paper::exal::vb","static_paper::laplace::0p05::100::paper","PASS",TRUE,13.95,2.86708575415728,0.18,1.82312984799281,2.40480169659386,1.9095682975436,0.938673397746143,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",1000,"paper","al","mcmc","static_paper::laplace::0p05::1000::paper::al::mcmc","static_paper::laplace::0p05::1000::paper","PASS",TRUE,3.496,1.2967270190478,0.392,1.47763996084679,1.03803068613175,-0.220467960852496,0.96372658997788,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",1000,"paper","exal","mcmc","static_paper::laplace::0p05::1000::paper::exal::mcmc","static_paper::laplace::0p05::1000::paper","PASS",TRUE,57.608,1.24492534590157,0.289,1.29746500051538,1.07422858002435,1.03154525085709,0.989420061407282,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",1000,"paper","al","vb","static_paper::laplace::0p05::1000::paper::al::vb","static_paper::laplace::0p05::1000::paper","PASS",TRUE,0.212,1.3473458153502,0.162,0.660707273839925,1.08232247677193,-0.17074745935046,0.960022335293482,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p05",1000,"paper","exal","vb","static_paper::laplace::0p05::1000::paper::exal::vb","static_paper::laplace::0p05::1000::paper","PASS",TRUE,10.053,1.63089525946764,0.118,0.817490606218553,1.42841514508631,1.39212328104816,0.984083708350662,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",100,"paper","al","mcmc","static_paper::laplace::0p25::100::paper::al::mcmc","static_paper::laplace::0p25::100::paper","PASS",TRUE,1.145,0.981031829117628,0.92,3.15029086387062,0.754374718183366,-0.117684488359466,0.988249188285569,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",100,"paper","exal","mcmc","static_paper::laplace::0p25::100::paper::exal::mcmc","static_paper::laplace::0p25::100::paper","PASS",TRUE,53.805,0.598220464874655,0.99,3.01568962637157,0.476712636154189,0.0765346412088812,0.994394323328509,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",100,"paper","al","vb","static_paper::laplace::0p25::100::paper::al::vb","static_paper::laplace::0p25::100::paper","PASS",TRUE,0.0139999999999998,0.978693201773148,0.76,2.2381098759365,0.761510310571726,-0.0645965449677526,0.986981356021193,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",100,"paper","exal","vb","static_paper::laplace::0p25::100::paper::exal::vb","static_paper::laplace::0p25::100::paper","WARN",TRUE,13.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",1000,"paper","al","mcmc","static_paper::laplace::0p25::1000::paper::al::mcmc","static_paper::laplace::0p25::1000::paper","PASS",TRUE,28.452,0.705266246825305,0.583,1.13975103147965,0.549578100817838,-0.166605581530991,0.989832597354373,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",1000,"paper","exal","mcmc","static_paper::laplace::0p25::1000::paper::exal::mcmc","static_paper::laplace::0p25::1000::paper","WARN",TRUE,56.17,0.471338915243766,0.78,1.12781566430823,0.367167154080046,-0.178627724915058,0.995810090373709,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",1000,"paper","al","vb","static_paper::laplace::0p25::1000::paper::al::vb","static_paper::laplace::0p25::1000::paper","PASS",TRUE,0.056,0.709131936088342,0.367,0.680416204788212,0.55240795245976,-0.160209540474253,0.98965882164118,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p25",1000,"paper","exal","vb","static_paper::laplace::0p25::1000::paper::exal::vb","static_paper::laplace::0p25::1000::paper","WARN",TRUE,15.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",100,"paper","al","mcmc","static_paper::laplace::0p95::100::paper::al::mcmc","static_paper::laplace::0p95::100::paper","PASS",TRUE,6.301,3.52516597657102,0.63,5.98640688024411,2.68910382451731,0.905029047487165,0.748472188816144,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",100,"paper","exal","mcmc","static_paper::laplace::0p95::100::paper::exal::mcmc","static_paper::laplace::0p95::100::paper","PASS",TRUE,100.036,1.39319968848503,0.94,4.48428271345313,1.18383767104448,-0.735914402698782,0.975617701188071,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",100,"paper","al","vb","static_paper::laplace::0p95::100::paper::al::vb","static_paper::laplace::0p95::100::paper","PASS",TRUE,0.121,3.81627628381992,0.26,2.41067361322785,2.95972539691272,0.711931218885076,0.699932423076582,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",100,"paper","exal","vb","static_paper::laplace::0p95::100::paper::exal::vb","static_paper::laplace::0p95::100::paper","PASS",TRUE,6.72,1.85520859083189,0.5,2.86804406168091,1.58323790536779,-1.1196097056512,0.962087684378358,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",1000,"paper","al","mcmc","static_paper::laplace::0p95::1000::paper::al::mcmc","static_paper::laplace::0p95::1000::paper","PASS",TRUE,3.998,1.26401092097887,0.439,1.58076170935407,1.01863952139784,-0.213872142086621,0.966890881906175,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",1000,"paper","exal","mcmc","static_paper::laplace::0p95::1000::paper::exal::mcmc","static_paper::laplace::0p95::1000::paper","WARN",TRUE,62.504,1.44001158188397,0.043,1.29771674074304,1.39234993960588,-1.39227984526639,0.997175681211422,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",1000,"paper","al","vb","static_paper::laplace::0p95::1000::paper::al::vb","static_paper::laplace::0p95::1000::paper","PASS",TRUE,0.25,1.29667012572744,0.188,0.661178668046536,1.04669467165126,-0.220738072354356,0.965011103104144,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","laplace","0p95",1000,"paper","exal","vb","static_paper::laplace::0p95::1000::paper::exal::vb","static_paper::laplace::0p95::1000::paper","PASS",TRUE,11.233,1.83178100942835,0.001,0.777298383404959,1.78611322292042,-1.78611322292042,0.996455069914513,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",100,"paper","al","mcmc","static_paper::normal::0p05::100::paper::al::mcmc","static_paper::normal::0p05::100::paper","PASS",TRUE,1.007,1.15542070727201,0.76,2.74050308748685,0.935637542574765,0.17974341910312,0.972141280216075,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",100,"paper","exal","mcmc","static_paper::normal::0p05::100::paper::exal::mcmc","static_paper::normal::0p05::100::paper","PASS",TRUE,57.289,0.950201840979236,0.89,3.1121275496931,0.774166111846437,0.669713106731333,0.992271462571051,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",100,"paper","al","vb","static_paper::normal::0p05::100::paper::al::vb","static_paper::normal::0p05::100::paper","PASS",TRUE,0.097,1.14686726248273,0.37,1.24603898013996,0.925511367030394,0.252349555642402,0.973309874599761,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",100,"paper","exal","vb","static_paper::normal::0p05::100::paper::exal::vb","static_paper::normal::0p05::100::paper","PASS",TRUE,13.868,1.29849905038171,0.49,1.79189497234223,1.06632469451813,0.868457350830735,0.981889528672205,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",1000,"paper","al","mcmc","static_paper::normal::0p05::1000::paper::al::mcmc","static_paper::normal::0p05::1000::paper","PASS",TRUE,3.427,0.637997348463218,0.549,1.02517913493971,0.50839731327688,-0.206848732178059,0.992463566199493,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",1000,"paper","exal","mcmc","static_paper::normal::0p05::1000::paper::exal::mcmc","static_paper::normal::0p05::1000::paper","WARN",TRUE,59.387,0.447530069422418,0.683,0.95696686203584,0.366738023201107,0.28236174176732,0.997469083696842,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",1000,"paper","al","vb","static_paper::normal::0p05::1000::paper::al::vb","static_paper::normal::0p05::1000::paper","PASS",TRUE,0.245,0.652234882418315,0.252,0.444001467970722,0.519127470652326,-0.17830310001863,0.991695262415607,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p05",1000,"paper","exal","vb","static_paper::normal::0p05::1000::paper::exal::vb","static_paper::normal::0p05::1000::paper","PASS",TRUE,13.084,0.651084866400061,0.279,0.588501406976623,0.546029440315603,0.492231916564707,0.995994688148214,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",100,"paper","al","mcmc","static_paper::normal::0p25::100::paper::al::mcmc","static_paper::normal::0p25::100::paper","PASS",TRUE,1.028,0.837875335887177,0.9,3.01951665651244,0.65657407549589,0.248534973516116,0.98645721636828,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",100,"paper","exal","mcmc","static_paper::normal::0p25::100::paper::exal::mcmc","static_paper::normal::0p25::100::paper","WARN",TRUE,534.957,0.982211115633573,0.89,2.96134109989703,0.795743759224706,0.554574405040691,0.986383135889643,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",100,"paper","al","vb","static_paper::normal::0p25::100::paper::al::vb","static_paper::normal::0p25::100::paper","PASS",TRUE,0.0789999999999997,0.97941341672965,0.7,2.01814769013093,0.776297379722655,0.266116921833391,0.981720804043075,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",100,"paper","exal","vb","static_paper::normal::0p25::100::paper::exal::vb","static_paper::normal::0p25::100::paper","WARN",TRUE,13.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",1000,"paper","al","mcmc","static_paper::normal::0p25::1000::paper::al::mcmc","static_paper::normal::0p25::1000::paper","PASS",TRUE,4.125,0.515303961636285,0.625,0.929773807107063,0.411916884582476,-0.203058424889175,0.995713449261326,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",1000,"paper","exal","mcmc","static_paper::normal::0p25::1000::paper::exal::mcmc","static_paper::normal::0p25::1000::paper","PASS",TRUE,138.084,0.34469973734278,0.827,0.953532581327569,0.27692295705974,0.111274926401647,0.998186609791945,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",1000,"paper","al","vb","static_paper::normal::0p25::1000::paper::al::vb","static_paper::normal::0p25::1000::paper","PASS",TRUE,0.131,0.540743114361164,0.368,0.547956798455637,0.432623762540297,-0.192341195348608,0.994963144475847,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p25",1000,"paper","exal","vb","static_paper::normal::0p25::1000::paper::exal::vb","static_paper::normal::0p25::1000::paper","WARN",TRUE,15.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",100,"paper","al","mcmc","static_paper::normal::0p95::100::paper::al::mcmc","static_paper::normal::0p95::100::paper","PASS",TRUE,0.998,1.69709367804667,0.57,2.56316291984766,1.33671918498225,-0.00481695782173311,0.938707500469864,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",100,"paper","exal","mcmc","static_paper::normal::0p95::100::paper::exal::mcmc","static_paper::normal::0p95::100::paper","WARN",TRUE,52.908,1.19510655584118,0.76,2.96752640330995,0.8846803463867,-0.206841107329398,0.970284651481405,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",100,"paper","al","vb","static_paper::normal::0p95::100::paper::al::vb","static_paper::normal::0p95::100::paper","PASS",TRUE,0.107,1.76435534399846,0.35,1.16349090836343,1.36305288631979,-0.119700465352522,0.933970978260061,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",100,"paper","exal","vb","static_paper::normal::0p95::100::paper::exal::vb","static_paper::normal::0p95::100::paper","PASS",TRUE,13.317,1.61433792047079,0.44,1.60456675806412,1.24299560787401,-0.26867441348367,0.946057174527683,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",1000,"paper","al","mcmc","static_paper::normal::0p95::1000::paper::al::mcmc","static_paper::normal::0p95::1000::paper","PASS",TRUE,9.809,0.582358080646993,0.591,1.00999419316126,0.468505897317546,0.0579758542270481,0.992672340460619,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",1000,"paper","exal","mcmc","static_paper::normal::0p95::1000::paper::exal::mcmc","static_paper::normal::0p95::1000::paper","WARN",TRUE,183.427,0.604983577443073,0.425,0.919892987614928,0.525835757108921,-0.511411478340748,0.998756978535665,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",1000,"paper","al","vb","static_paper::normal::0p95::1000::paper::al::vb","static_paper::normal::0p95::1000::paper","PASS",TRUE,0.229,0.614891795745133,0.255,0.441817786654883,0.493353075191858,0.108946775703597,0.991998388934117,NA,NA,NA,"validation_tables",NA
"static_paper","static_paper","normal","0p95",1000,"paper","exal","vb","static_paper::normal::0p95::1000::paper::exal::vb","static_paper::normal::0p95::1000::paper","PASS",TRUE,12.269,0.810491162636825,0.115,0.577164770197573,0.73474615493268,-0.731068883706654,0.998596204257005,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",100,"rhs_ns","al","mcmc","static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc","static_shrink::gausmix::0p05::100::rhs_ns","PASS",TRUE,16.554,0.878828587513323,NA,NA,NA,NA,NA,0.667285714285714,0.322805987539308,0.0928571428571429,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","gausmix","0p05",100,"rhs_ns","exal","mcmc","static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","static_shrink::gausmix::0p05::100::rhs_ns","WARN",TRUE,80.296,0.979107579742542,NA,NA,NA,NA,NA,0.665178571428571,0.288633614913553,0.164285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","gausmix","0p05",100,"rhs_ns","al","vb","static_shrink::gausmix::0p05::100::rhs_ns::al::vb","static_shrink::gausmix::0p05::100::rhs_ns","PASS",TRUE,0.884,1.01478052053253,NA,NA,NA,NA,NA,0.681714285714286,0.24741907137044,0.378571428571429,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","gausmix","0p05",100,"rhs_ns","exal","vb","static_shrink::gausmix::0p05::100::rhs_ns::exal::vb","static_shrink::gausmix::0p05::100::rhs_ns","PASS",TRUE,16.601,1.01541602476308,NA,NA,NA,NA,NA,0.697071428571429,0.21872149613454,0.307142857142857,"rhsns_wave_metrics",NA
